ID,longitude,latitude,candidate
13,-97.44981301809511,32.6700795342074,trump
13,-97.45020369962141,32.68246074197342,trump
13,-97.44738037140394,32.67036934846696,trump
13,-97.43138378236405,32.68127130723334,trump
13,-97.45016887963689,32.675721846169,trump
13,-97.43644923348631,32.673766454537635,trump
13,-97.44736565239029,32.677968786789634,trump
13,-97.45121284947679,32.68138823471218,trump
13,-97.45038013952544,32.67982545584576,trump
13,-97.44841039540972,32.67779673787748,trump
13,-97.43885941066792,32.672817938885366,trump
14,-97.38770233029244,32.66329625930991,trump
14,-97.37781121892594,32.65081838826444,trump
14,-97.390091551147,32.66364942572875,trump
14,-97.38205580847783,32.66325187848387,trump
14,-97.38846370590863,32.665607446510606,trump
14,-97.38173805457399,32.658685004703095,trump
14,-97.38273597890179,32.6610032240582,trump
14,-97.38883776886084,32.6632374721221,trump
14,-97.39012774972859,32.664360690799754,trump
14,-97.37998809126282,32.66328037740776,trump
14,-97.38364727793426,32.66328175338658,trump
14,-97.38978751090367,32.66614818542246,trump
14,-97.37814324802532,32.65416533464549,trump
14,-97.3889691672494,32.664360349117025,trump
14,-97.37929178607499,32.65087272025868,trump
14,-97.37755877325523,32.66241992552939,trump
15,-97.37553918881144,32.59757953680215,trump
15,-97.37300967162979,32.56161522350764,trump
15,-97.37411907480984,32.591516252589116,trump
15,-97.36963318775001,32.606502816455226,trump
15,-97.35575814363115,32.59871236962496,trump
15,-97.35954361683851,32.58205588716221,trump
15,-97.36769281362531,32.59029542477569,trump
15,-97.38166177336528,32.57759072285223,trump
15,-97.37286456689243,32.570242933817575,trump
15,-97.377343949102,32.56957077623199,trump
15,-97.37639243149266,32.556223486320576,trump
15,-97.37000152245949,32.5698976449092,trump
15,-97.3770913868214,32.558573617116224,trump
15,-97.35572254510055,32.60402504040072,trump
15,-97.36307570685855,32.566447646814765,trump
15,-97.38099140317478,32.57864584474842,trump
15,-97.38282289198173,32.559859442406264,trump
15,-97.3702933266088,32.60337709325553,trump
15,-97.36676455650262,32.569239532459896,trump
15,-97.37116538241351,32.563195082500904,trump
15,-97.36000290414167,32.59538414340672,trump
15,-97.37053155149786,32.604222967257385,trump
15,-97.38240949137737,32.578701989628726,trump
15,-97.35899690190753,32.5960587018439,trump
15,-97.37214505448748,32.5821332914302,trump
15,-97.37724507280613,32.58531378653597,trump
15,-97.365989676263,32.57058855935617,trump
15,-97.3843788628283,32.56426816086363,trump
15,-97.37192137029669,32.55628083063862,trump
15,-97.36358926923673,32.5900363342253,trump
15,-97.36265184990489,32.57188426039227,trump
15,-97.35767811434299,32.5988891855348,trump
15,-97.38163054618353,32.58064171055009,trump
15,-97.37265142279128,32.57238660347743,trump
15,-97.37307308775974,32.59717608793609,trump
15,-97.36422046712744,32.59296900800453,trump
15,-97.37275147594815,32.59539211734881,trump
15,-97.3789611128263,32.57633403127776,trump
15,-97.38392914519845,32.56138519938166,trump
15,-97.3709948713159,32.602227717485384,trump
15,-97.36008606059093,32.588823392675565,trump
15,-97.3860672633555,32.561708514802945,trump
15,-97.37564357434256,32.558021251421536,trump
15,-97.36953797766529,32.566279409406896,trump
15,-97.37566004367334,32.56837013561537,trump
15,-97.38527908684841,32.56465345019213,trump
15,-97.3762262966313,32.59983255056733,trump
15,-97.3830428838808,32.56266637338693,trump
15,-97.36420127470303,32.55820867295073,trump
15,-97.375766355918,32.55714080818697,trump
15,-97.36539572174644,32.57418513566874,trump
15,-97.37107201251966,32.57689548311944,trump
15,-97.37727475404571,32.57571440731328,trump
15,-97.36644054763985,32.57947452624312,trump
15,-97.38600334330228,32.55571969189147,trump
15,-97.38237964854358,32.560981947303766,trump
15,-97.36641564190008,32.5878201083301,trump
15,-97.37370632679068,32.577446307923275,trump
15,-97.36350512165932,32.59298986495795,trump
16,-97.29397850491696,32.59973696521617,trump
16,-97.30979151643653,32.57809510306595,trump
16,-97.30974731229341,32.58238376557628,trump
16,-97.2894292778509,32.60390566820935,trump
16,-97.30576396353771,32.59860052692287,trump
16,-97.28564294685694,32.60037601088889,trump
16,-97.30224879561676,32.57124985780458,trump
16,-97.2892425155211,32.55352111069042,trump
16,-97.30407212460513,32.60326674702227,trump
16,-97.30802579685991,32.56497814122297,trump
16,-97.3057676845566,32.56371143710177,trump
16,-97.29155812038618,32.556942237138614,trump
16,-97.31078131469214,32.55427813952641,trump
16,-97.31223212726225,32.57387657677832,trump
16,-97.31049945340766,32.565082431074025,trump
16,-97.31223093314023,32.58224891777187,trump
16,-97.31977353042132,32.605050599757476,trump
16,-97.29278335267993,32.58076067627307,trump
16,-97.31561423129126,32.582716637546994,trump
16,-97.31360828476892,32.586645405814124,trump
16,-97.2948032935371,32.575802434389956,trump
16,-97.30294016829583,32.57564024229245,trump
16,-97.31364918610743,32.59236854309709,trump
16,-97.29306706382197,32.58117986340071,trump
16,-97.28549392656127,32.56080071471981,trump
16,-97.29321507175273,32.57342585013275,trump
16,-97.29502204404747,32.55443715647196,trump
16,-97.30193283540613,32.600773815736574,trump
16,-97.3142858936148,32.57114052329797,trump
16,-97.29043150835692,32.60137601414889,trump
16,-97.31662113274727,32.60172025587025,trump
16,-97.31125778263365,32.560785456291796,trump
16,-97.30278266352349,32.57850359123365,trump
16,-97.31215650297592,32.571310691809785,trump
16,-97.28997620988059,32.55263831897794,trump
16,-97.30481793307459,32.56188376923449,trump
16,-97.31171718766912,32.59011178283023,trump
16,-97.29533734577426,32.554426237970986,trump
16,-97.30948054301986,32.58598852803683,trump
16,-97.28575023850807,32.55700800325567,trump
16,-97.30226166648532,32.55298522631961,trump
16,-97.3009892673151,32.56909766772587,trump
16,-97.30097432311797,32.5800467803919,trump
16,-97.30283984662672,32.58004136142075,trump
16,-97.29379446316652,32.56924283000326,trump
17,-97.28784016867888,32.6184678061046,trump
17,-97.28161709444859,32.62583125115013,trump
17,-97.29116855700924,32.62432939144426,trump
17,-97.28891476263894,32.61775070021732,trump
17,-97.27167491788401,32.62882340489314,trump
17,-97.2751701796366,32.62994408039119,trump
17,-97.28632504943843,32.62850555147125,trump
17,-97.28830425669292,32.62183672908541,trump
17,-97.27324398544978,32.6297348639333,trump
17,-97.27799003306902,32.6301899745983,trump
17,-97.2656875198942,32.630944430319836,trump
17,-97.28920784706783,32.62909565027797,trump
17,-97.27919782073556,32.625750645394554,trump
18,-97.22189472424766,32.60224294546206,trump
18,-97.2241385920568,32.55241640037626,trump
18,-97.18987562753577,32.553364483054544,trump
18,-97.18041792927335,32.55487340936753,trump
18,-97.23440680320778,32.570869468029585,trump
18,-97.2200243066908,32.60109470656051,trump
18,-97.20020248626098,32.56889405084965,trump
18,-97.21585328762838,32.55513363301327,trump
18,-97.18722630677344,32.55499691085736,trump
18,-97.22807115196788,32.57730907864269,trump
18,-97.20007397992737,32.556007371878806,trump
18,-97.21219691940192,32.58261522124074,trump
18,-97.23203416148593,32.59480708199466,trump
18,-97.21785483540997,32.581861901046246,trump
18,-97.18750932873591,32.55999241024824,trump
18,-97.21365373714478,32.570614724983045,trump
18,-97.2329624321636,32.566290772971804,trump
18,-97.22077191357272,32.60342085100193,trump
18,-97.20893023991236,32.58750179840314,trump
18,-97.21251622925058,32.55538405357122,trump
18,-97.21368003238506,32.55396205093779,trump
18,-97.23639166989972,32.56247972655813,trump
18,-97.23562239392656,32.555134423999,trump
18,-97.21116845051908,32.58609470433758,trump
18,-97.20780899969053,32.577602075637834,trump
18,-97.23234961334052,32.569699201344726,trump
18,-97.23565877907113,32.55442240642645,trump
18,-97.2392406482252,32.57230751020349,trump
18,-97.23685268749495,32.55370279845419,trump
18,-97.19479725427897,32.56257614148194,trump
18,-97.22064177059664,32.585819919677455,trump
18,-97.22095937992623,32.603677064229274,trump
18,-97.22291680136694,32.57276183088186,trump
18,-97.18751755515859,32.55407477344224,trump
18,-97.2265069124988,32.56798190215935,trump
18,-97.2058904171892,32.55494728664951,trump
18,-97.23148125349556,32.5737198668786,trump
18,-97.20690266306086,32.566172264660956,trump
18,-97.20578225955623,32.57659674833997,trump
18,-97.18662256462262,32.55697312126291,trump
18,-97.22302031057812,32.59302719906378,trump
18,-97.17827012835379,32.559067041443924,trump
18,-97.24110478471668,32.57465733393312,trump
18,-97.20964204410934,32.55295985892161,trump
18,-97.21883579621421,32.58520917117165,trump
18,-97.19652950239883,32.55270078517127,trump
18,-97.23887983481795,32.56405900246808,trump
18,-97.19503028912862,32.55862457899795,trump
18,-97.20718118012526,32.55196686944517,trump
18,-97.23296101169568,32.595097325801376,trump
18,-97.21776751050105,32.5663927562598,trump
18,-97.21959888436395,32.55840053630394,trump
18,-97.21797776116848,32.60520298474996,trump
18,-97.24006333409156,32.561190492756374,trump
18,-97.20864718247728,32.552677983073536,trump
18,-97.23497634003122,32.558446031545124,trump
18,-97.21270886991493,32.555934224068906,trump
18,-97.20028693823402,32.57667422593774,trump
18,-97.22676923943656,32.57719752079963,trump
18,-97.23432148204293,32.573357755082846,trump
18,-97.21851201206226,32.58591137880508,trump
19,-97.31988454456491,32.74677299363902,trump
24,-97.28909359175894,32.74262899340789,trump
24,-97.28505402607011,32.74646985455319,trump
24,-97.28677070774746,32.74732751511353,trump
24,-97.28492038216346,32.747515240758425,trump
24,-97.28164961449993,32.74187475472666,trump
25,-97.41334484900811,32.67515619078562,trump
25,-97.41906665251733,32.67081717106072,trump
25,-97.41544493743916,32.667711099949145,trump
25,-97.41300089208572,32.68010068294625,trump
25,-97.41573561958747,32.670939827990274,trump
25,-97.41085993494048,32.66441412643368,trump
25,-97.41763287058706,32.67237336573034,trump
25,-97.40117766076888,32.67572300800874,trump
25,-97.39561641673436,32.68001273414223,trump
25,-97.40872157298786,32.680897730589685,trump
25,-97.4027514796777,32.67006005734134,trump
25,-97.4095870085466,32.674117553873174,trump
25,-97.40906942783366,32.66660204643254,trump
25,-97.40228062483916,32.6762957114139,trump
25,-97.40045771122178,32.6817174118206,trump
26,-97.27772375366108,32.72043196158672,trump
27,-97.29155430991767,32.73585117680532,trump
27,-97.29227763210746,32.74128183896519,trump
28,-97.35672100711436,32.72605702478127,trump
28,-97.3519214669913,32.72644290897399,trump
28,-97.34583575597864,32.73437572684184,trump
28,-97.35053369801406,32.72662312221146,trump
28,-97.3497634355003,32.73590551584724,trump
28,-97.34878246867818,32.72693893969575,trump
28,-97.35411308939575,32.725491578575586,trump
28,-97.35678925040561,32.73066429733383,trump
28,-97.34754974346262,32.73445774493791,trump
28,-97.34854025780449,32.733322944094994,trump
30,-97.31513091228867,32.71913373327581,trump
32,-97.36545092154203,32.7058582421007,trump
32,-97.36753270976781,32.70162266623254,trump
32,-97.36663391130004,32.711097404047095,trump
32,-97.36913659922456,32.70270026122004,trump
32,-97.3699054677174,32.70965866857524,trump
32,-97.37233754220351,32.707717509797135,trump
32,-97.37230010298273,32.71234631566678,trump
32,-97.36111708468552,32.707902120222165,trump
32,-97.3685659560656,32.71163520316524,trump
32,-97.36810730971708,32.712282983272004,trump
33,-97.29183176897052,32.77497847781026,trump
33,-97.30050058558416,32.77702293415635,trump
33,-97.29829835451905,32.77642329972551,trump
33,-97.29590294122525,32.77248912222865,trump
34,-97.27765560372995,32.699745305746475,trump
34,-97.27679180830509,32.69242740639831,trump
36,-97.34298206147946,32.68223523207992,trump
36,-97.33185144338465,32.67597033393348,trump
36,-97.34406720447288,32.68069768826943,trump
36,-97.33212978724413,32.67651200078963,trump
36,-97.34080980759143,32.66889840542809,trump
37,-97.25964427169677,32.74026526421867,trump
37,-97.27200400931126,32.74048728857391,trump
37,-97.26212333694814,32.73801798125553,trump
37,-97.27301487431683,32.73906830668722,trump
39,-97.30648899310455,32.71209183643187,trump
40,-97.39414331046461,32.72695964197727,trump
40,-97.39398113155544,32.723077875120126,trump
40,-97.38783338816616,32.72315775635557,trump
40,-97.3935326960835,32.73214310850621,trump
40,-97.38918825128464,32.72434743149184,trump
40,-97.39030288331192,32.725478565051915,trump
40,-97.39295915477776,32.72458025260992,trump
40,-97.38801717892663,32.72486488941063,trump
40,-97.39315951572775,32.73184975926201,trump
40,-97.39503714065845,32.724665820768806,trump
40,-97.39352727745634,32.72661508297465,trump
41,-97.35281310011528,32.71649196843938,trump
41,-97.35751090921521,32.723470979669585,trump
41,-97.36269698701075,32.72166760416778,trump
41,-97.35655206229777,32.725127104230786,trump
41,-97.36286222344302,32.723391197960154,trump
41,-97.35601963002352,32.71781469365547,trump
41,-97.35737321635169,32.72107368510701,trump
41,-97.36313770590286,32.723554153844134,trump
41,-97.36450095117202,32.7175311641136,trump
41,-97.35499188460615,32.71832057019597,trump
41,-97.36649677152667,32.717514528287474,trump
41,-97.35639227127498,32.718996969828254,trump
41,-97.35933458219475,32.723302999320396,trump
42,-97.27474863271718,32.718963940754094,trump
43,-97.2259694178875,32.7410771244077,trump
43,-97.2280572102003,32.73873835415496,trump
43,-97.23221263675705,32.73354634381278,trump
44,-97.40953539076165,32.57161647972686,trump
44,-97.39150511344609,32.57867189830908,trump
44,-97.41997121745031,32.557579339398664,trump
44,-97.40037082568236,32.57143835669681,trump
44,-97.40925596419063,32.56733651786618,trump
44,-97.40861336306894,32.561560033355924,trump
44,-97.41110362664686,32.56901324116861,trump
44,-97.4231472574467,32.55835779879733,trump
44,-97.39360859453731,32.58052133513951,trump
44,-97.40264793702909,32.563644495623016,trump
44,-97.3977952185234,32.56413046818584,trump
44,-97.39284090625658,32.56444431566154,trump
44,-97.40100581767676,32.56572515844597,trump
44,-97.41009619867751,32.56396970800295,trump
44,-97.39892504592912,32.58039578935957,trump
44,-97.3925941484801,32.56750332857052,trump
44,-97.39628699975604,32.57238114018447,trump
44,-97.3943422677128,32.55554387794916,trump
44,-97.40535944174073,32.585654321772125,trump
44,-97.42196704672537,32.555105503798096,trump
44,-97.39280107453669,32.5715202890305,trump
44,-97.39971982401353,32.55880779714152,trump
44,-97.39265767660255,32.56132435731278,trump
44,-97.38788100999473,32.56415203273042,trump
44,-97.41667027746871,32.55786991541041,trump
44,-97.41058231637695,32.55824838665208,trump
45,-97.29703302868646,32.69333498017938,trump
45,-97.2897622763525,32.696620483940855,trump
45,-97.30189220255576,32.70517924884163,trump
45,-97.28166143347536,32.69657913462224,trump
46,-97.38119772456368,32.64304369124692,trump
46,-97.37720938410615,32.647526435525954,trump
46,-97.38902984278107,32.644808058511515,trump
46,-97.3820569688313,32.64702424759319,trump
46,-97.38881429858014,32.648745140022946,trump
46,-97.38069254219118,32.65053476503601,trump
46,-97.38442682183846,32.64805934624681,trump
46,-97.38806608098433,32.65104456189747,trump
46,-97.38310129830687,32.64724744275687,trump
46,-97.3884098336232,32.64652782834531,trump
46,-97.37841132308351,32.648087853422545,trump
46,-97.38466500228115,32.64682014642384,trump
46,-97.38108280555925,32.64417661117646,trump
46,-97.38403536035442,32.65060688622013,trump
46,-97.37895293180058,32.649582324621605,trump
46,-97.38046115791902,32.650544333913274,trump
46,-97.38095072390017,32.64971255840209,trump
46,-97.38411090216889,32.649120332023166,trump
46,-97.38152929828406,32.6490980078483,trump
46,-97.38419385621208,32.64755408414265,trump
46,-97.38476823142847,32.64954066870824,trump
46,-97.38502216290753,32.64669612774145,trump
46,-97.37820660368483,32.65005420608366,trump
46,-97.37798530348337,32.64550786814741,trump
48,-97.35114825319936,32.7185031606443,trump
48,-97.35136125192383,32.720395807175294,trump
48,-97.34922857353618,32.71615839780398,trump
48,-97.35035911296998,32.71646853127871,trump
48,-97.35025693473922,32.721762274301895,trump
48,-97.34722254844216,32.717270747809266,trump
48,-97.34873135448962,32.72039004082919,trump
48,-97.3511348796455,32.72352409673696,trump
48,-97.34675128365524,32.7230554295918,trump
48,-97.34523707909565,32.72165779682491,trump
48,-97.35171571513128,32.7120020507341,trump
48,-97.34706306779042,32.72138935028554,trump
48,-97.34795598558688,32.713132313478354,trump
48,-97.34667216465485,32.716992584994564,trump
48,-97.35095866013133,32.71740755288818,trump
48,-97.35021826578009,32.713303721430165,trump
48,-97.35136076201144,32.70827739126612,trump
48,-97.35002118381607,32.725162787880876,trump
48,-97.34560792752394,32.718353431610204,trump
48,-97.35087556978137,32.71386327406949,trump
48,-97.34998378595267,32.721219570059475,trump
49,-97.30639164988673,32.77753211488655,trump
49,-97.30198621761413,32.77415821721951,trump
49,-97.31268747099978,32.77516576323374,trump
49,-97.30704323384617,32.77840881369548,trump
50,-97.50792967966238,32.61321233371901,trump
50,-97.52131946074807,32.68251032254508,trump
50,-97.51996937255987,32.649996357425735,trump
50,-97.53393168410157,32.68553743461187,trump
50,-97.50442448648921,32.67756849479545,trump
50,-97.53472836021945,32.65199997449821,trump
50,-97.50868131785555,32.63411440002911,trump
50,-97.5351174606406,32.68699740562359,trump
50,-97.49134321038756,32.64198774696085,trump
50,-97.5194096691918,32.69013508296421,trump
50,-97.5125958141365,32.59567369214124,trump
50,-97.54441631900502,32.62327631703171,trump
50,-97.52075759708917,32.597666495339894,trump
50,-97.52871249366476,32.65778551851496,trump
50,-97.53179467295992,32.61413072283361,trump
50,-97.54341185086942,32.633597139108794,trump
50,-97.52383227989463,32.66525928284932,trump
50,-97.54293442502099,32.640458909357044,trump
50,-97.54104637402745,32.67454030984604,trump
50,-97.54408724761485,32.687833202864205,trump
50,-97.47793257651051,32.62940280362537,trump
50,-97.45074115774615,32.648087260959905,trump
50,-97.54811061311305,32.63267206194456,trump
50,-97.46346885295102,32.604290817329066,trump
50,-97.49866843133005,32.62797642417353,trump
50,-97.54387933543165,32.66404357232551,trump
50,-97.52451846352116,32.59459759431297,trump
50,-97.49524111820128,32.624680172048265,trump
50,-97.46894419486847,32.65709021266145,trump
50,-97.51681498632682,32.60480821244396,trump
50,-97.53025544333975,32.61394602089058,trump
50,-97.46121515779998,32.64813887506425,trump
50,-97.54144119186033,32.62505877013808,trump
50,-97.46185413047658,32.64284708287134,trump
50,-97.503435969115,32.601193611870634,trump
50,-97.48849122690606,32.6303358041076,trump
50,-97.51779986116162,32.592087007943285,trump
50,-97.52984692144835,32.608965396992964,trump
50,-97.52786087869032,32.69157190655613,trump
50,-97.53626106164644,32.64133656029971,trump
50,-97.47639601959635,32.6140244131171,trump
50,-97.48314152952433,32.615015552378566,trump
50,-97.53204623548545,32.64771180981609,trump
50,-97.54343017018462,32.64293356103079,trump
50,-97.46536080754456,32.63508429796025,trump
50,-97.51674667561916,32.67512669381025,trump
50,-97.4899760767871,32.64715397760247,trump
51,-97.37058301092978,32.686819826828554,trump
51,-97.37253881134733,32.68781856504326,trump
51,-97.3704741643021,32.70147978139646,trump
51,-97.37299646065725,32.69774171095756,trump
51,-97.37085397759765,32.699169569897194,trump
51,-97.3652135814244,32.69891033865672,trump
51,-97.36900748139863,32.70144689645962,trump
51,-97.37362299983212,32.70012938695073,trump
51,-97.37517017414123,32.691528773675955,trump
51,-97.36703393697108,32.700622646173656,trump
51,-97.374926866589945,32.689720414416776,trump
51,-97.36674587337535,32.70085402675865,trump
51,-97.37452326631083,32.693136827055824,trump
51,-97.36613241394194,32.697579783949905,trump
51,-97.36873139324449,32.69973463676517,trump
51,-97.36581410687313,32.70019227313946,trump
51,-97.3660147877034,32.695004200522895,trump
51,-97.37242029626559,32.69054085890277,trump
51,-97.36904101303573,32.697189069709836,trump
51,-97.37739481112162,32.691710413393864,trump
51,-97.37555942893798,32.69377154732699,trump
51,-97.37378687285874,32.69006678487232,trump
51,-97.37192818505557,32.6896563173063,trump
51,-97.37359595303042,32.69331227904273,trump
52,-97.40258889021321,32.640434343763005,trump
52,-97.39713900295285,32.633796117329254,trump
52,-97.39826156937934,32.6464917435813,trump
52,-97.39564086678534,32.63841043101287,trump
52,-97.39260530746786,32.633666416249675,trump
52,-97.40115751545295,32.63205139324546,trump
52,-97.39787787990534,32.63766646155325,trump
52,-97.38818148187741,32.629506689528164,trump
52,-97.3985046898328,32.62946543473443,trump
52,-97.40101008588637,32.643837663515804,trump
52,-97.40240183432353,32.63185772059917,trump
52,-97.4016381493639,32.62949325737716,trump
52,-97.40153483774066,32.63426904572353,trump
52,-97.4084515522477,32.642574530861346,trump
52,-97.40406671038093,32.63022370485051,trump
52,-97.40058889463559,32.630686256863605,trump
52,-97.40186503036641,32.628497254240635,trump
52,-97.40466358075304,32.63441890120378,trump
52,-97.40362200165656,32.64238511431574,trump
52,-97.39541061959437,32.633714898814354,trump
52,-97.4082817060322,32.634289396708006,trump
52,-97.405210290829,32.63395646213306,trump
52,-97.40398029415904,32.63336948962351,trump
52,-97.39674350077318,32.64598996197652,trump
52,-97.39940529487622,32.63469734946487,trump
52,-97.40556129648442,32.637655224993566,trump
52,-97.39999609914368,32.64092706849585,trump
52,-97.40884751785886,32.64268698568502,trump
52,-97.40476485207435,32.63959607636434,trump
52,-97.38852018753032,32.63035724950959,trump
52,-97.40098955316418,32.63006356252505,trump
52,-97.40285472067995,32.63167524370153,trump
52,-97.40447208562539,32.6333904688432,trump
52,-97.39098848538279,32.63109703528825,trump
52,-97.4040703419616,32.64152350365008,trump
52,-97.39905668937834,32.641442194244775,trump
52,-97.38876521710793,32.631993374408395,trump
52,-97.39691144811698,32.63092846237025,trump
52,-97.40233143154248,32.631837172657484,trump
53,-97.4069660776147,32.715275442350304,trump
53,-97.397984331837307,32.72151917017766,trump
54,-97.19322211538426,32.75216148712523,trump
54,-97.1913139339955,32.746157555455554,trump
54,-97.18737360063055,32.75084720401704,trump
54,-97.18846324273827,32.75568733039142,trump
54,-97.19146830919988,32.74645664895235,trump
